id,name,description,parent_id:id
133019,133019,"Altri servizi di finissaggio dei tessuti e degli articoli tessili (inclusi gli articoli di abbigliamento)",13
139199,139199,"Attività in subfornitura nell'ambito della produzione delle stoffe a maglia",13
139299,139299,"Attività in subfornitura nell'ambito della produzione di manufatti tessili confezionati, esclusi gli articoli di vestiario",13
139399,139399,"Attività in subfornitura nell'ambito della produzione dei tappeti e di altri rivestimenti del suolo di materie tessili",13
139499,139499,"Attività in subfornitura nell'ambito della produzione di corde, funi, spago e reti",13
139599,139599,"Attività in subfornitura nell'ambito della produzione di tessuti non tessuti e articoli in tali materie, esclusi gli articoli di vestiario",13
139699,139699,"Attività in subfornitura nell'ambito della produzione dei tessuti per uso tecnico e industriale",13
139999,139999,"Attività in subfornitura nell'ambito della fabbricazione di altri prodotti dell'industria tessile n.c.a.",13
14,14,"Abbigliamento e relativi servizi",
141199,141199,"Attività in subfornitura nell'ambito della produzione degli indumenti di cuoio",14
141299,141299,"Attività in subfornitura nell'ambito della produzione degli indumenti da lavoro",14
141399,141399,"Attività in subfornitura nell'ambito della produzione di indumenti esterni",14
141499,141499,"Attività in subfornitura nell'ambito della produzione di biancheria intima",14
141999,141999,"Attività in subfornitura nell'ambito della produzione di altri articoli di abbigliamento ed accessori",14
142099,142099,"Attività in subfornitura nell'ambito della produzione di articoli in pelliccia",14
143199,143199,"Attività in subfornitura nell'ambito della produzione di articoli di calzetteria, a maglia",14
143999,143999,"Attività in subfornitura nell'ambito della produzione di altri articoli di maglieria",14
15,15,"Cuoio e relativi servizi",
151199,151199,"Attività in subfornitura nell'ambito della produzione del cuoio conciato o ulteriormente lavorato",15
151299,151299,"Attività in subfornitura nell'ambito della produzione di oggetti di selleria e finimenti, articoli da viaggio, borse e simili",15
152099,152099,"Attività in subfornitura nell'ambito della produzione delle calzature",15
16,16,"Industria del legno, sughero, paglia e materiali da intreccio (esclusi i mobili) e relativi servizi",
161091,161091,"Servizi di essiccazione, di impregnazione o di trattamento chimico del legno",16
161099,161099,"Attività in subfornitura nell'ambito della produzione di legno segato e piallato",16
162191,162191,"Servizi di finitura di pannelli",16
162199,162199,"Attività in subfornitura nell'ambito della produzione di fogli da impiallacciatura e di pannelli di legno",16
162299,162299,"Attività in subfornitura nell'ambito della fabbricazione di pavimenti a parquet assemblati",16
162399,162399,"Attività in subfornitura nell'ambito della fabbricazione di altri prodotti di carpenteria e di falegnameria per l'edilizia",16
162499,162499,"Attività in subfornitura nell'ambito della produzione di imballaggi in legno",16
162991,162991,"Legno e sughero, esclusi i mobili; servizi legati alla fabbricazione di articoli in paglia e materiali da intreccio",16
162999,162999,"Attività in subfornitura nell'ambito della produzione di altri prodotti in legno, di articoli in sughero, paglia e materiali da intreccio",16
17,17,"Carta e relativi servizi",
171199,171199,"Attività in subfornitura nell'ambito della produzione delle paste di legno",17
171299,171299,"Attività in subfornitura nell'ambito della produzione della carta e del cartone",17
172199,172199,"Attività in subfornitura nell'ambito della produzione di carta e cartone ondulati e imballaggi di carta e cartone",17
172299,172299,"Attività in subfornitura nell'ambito della fabbricazione di prodotti di carta e cartone per uso domestico e igienico-sanitario",17
172399,172399,"Attività in subfornitura nell'ambito della fabbricazione di prodotti cartotecnici",17
172499,172499,"Attività in subfornitura nell'ambito della produzione della carta da parati",17
172999,172999,"Attività in subfornitura nell'ambito della produzione di altri articoli di carta e di cartone",17
18,18,"Servizi di stampa e di registrazione",
181110,181110,"Servizi di stampa di giornali",18
181211,181211,"Servizi di stampa di francobolli, marche da bollo, titoli rappresentativi, carte intelligenti, assegni ed altra carta valori e simili",18
181212,181212,"Servizi di stampa di cataloghi pubblicitari, prospetti, manifesti ed altri stampati pubblicitari",18
181213,181213,"Servizi di stampa per giornali e pubblicazioni periodiche, con meno di quattro edizioni alla settimana",18
181214,181214,"Servizi di stampa di libri, lavori cartografici di ogni specie, immagini, incisioni e fotografie, cartoline postali",18
181215,181215,"Servizi di stampa di etichette",18
181216,181216,"Servizi di stampa direttamente su plastica, vetro, metallo, legno e ceramica",18
181219,181219,"Altri servizi di stampa n.c.a.",18
181310,181310,"Servizi preliminari alla stampa",18
181330,181330,"Servizi ausiliari connessi alla stampa",18
181410,181410,"Rilegatura e servizi connessi",18
182010,182010,"Servizi di riproduzione di supporti audio registrati",18
182020,182020,"Servizi di riproduzione di supporti video registrati",18
182030,182030,"Servizi di riproduzione di software",18
19,19,"Coke, prodotti petroliferi e relativi servizi",
191099,191099,"Attività in subfornitura nell'ambito della fabbricazione dei prodotti di cokeria",19
192099,192099,"Attività in subfornitura nell'ambito della fabbricazione dei prodotti petroliferi raffinati",19
20,20,"Chimica e relativi servizi",
201199,201199,"Attività in subfornitura nell'ambito della produzione dei gas industriali",20
201299,201299,"Attività in subfornitura nell'ambito della produzione di coloranti e pigmenti",20
201399,201399,"Attività in subfornitura nell'ambito della produzione di altri prodotti chimici di base inorganici",20
201499,201499,"Attività in subfornitura nell'ambito della produzione di altri prodotti chimici di base organici",20
201599,201599,"Attività in subfornitura nell'ambito della produzione di concimi e composti azotati",20
201699,201699,"Attività in subfornitura nell'ambito della produzione di materie plastiche in forme Primarie",20
201799,201799,"Attività in subfornitura nell'ambito della produzione di gomme sintetiche in forme primarie",20
202099,202099,"Attività in subfornitura nell'ambito della produzione di pesticidi e di altri prodotti chimici per l'agricoltura",20
203099,203099,"Attività in subfornitura nell'ambito della produzione di pitture, vernici e smalti, inchiostri da stampa e mastici",20
204199,204199,"Attività in subfornitura nell'ambito della produzione di saponi e detergenti, prodotti per la pulizia e la lucidatura",20
204299,204299,"Attività in subfornitura nell'ambito della produzione di profumi e di prodotti per toletta",20
205199,205199,"Attività in subfornitura nell'ambito della produzione di esplosivi",20
205299,205299,"Attività in subfornitura nell'ambito della produzione di colle",20
205399,205399,"Attività in subfornitura nell'ambito della produzione di oli essenziali",20
205999,205999,"Attività in subfornitura nell'ambito della produzione di altri prodotti chimici n.c.a.",20
206099,206099,"Attività in subfornitura nell'ambito della produzione di fibre sintetiche e artificiali",20
21,21,"Farmaceutici di base, preparati farmaceutici e relativi servizi",
211099,211099,"Attività in subfornitura nell'ambito della produzione di prodotti farmaceutici di base",21
212099,212099,"Attività in subfornitura nell'ambito della produzione di medicinali e preparati farmaceutici",21
22,22,"Articoli in gomma e in materie plastiche e relativi servizi",
221199,221199,"Attività in subfornitura nell'ambito della produzione dei copertoni e delle camere d'aria di gomma",22
221999,221999,"Attività in subfornitura nell'ambito della fabbricazione dei prodotti in gomma",22
222199,222199,"Attività in subfornitura nell'ambito della produzione di lastre, fogli, tubi e profilati in materie plastiche",22
222299,222299,"Attività in subfornitura nell'ambito della produzione di imballaggi in materie plastiche",22
222399,222399,"Attività in subfornitura nell'ambito della produzione di articoli in plastica per l'edilizia",22
222991,222991,"Servizi di fabbricazione di altri articoli in materie plastiche",22
222999,222999,"Attività in subfornitura nell'ambito della fabbricazione di altri articoli in materie plastiche",22
23,23,"Lavorazione di minerali non metalliferi e relativi servizi",
231199,231199,"Attività in subfornitura nell'ambito della produzione del vetro piano",23
231299,231299,"Attività in subfornitura nell'ambito della produzione del vetro piano lavorato e trasformato",23
231391,231391,"Servizi di finitura di bicchieri e di altri oggetti di vetro per la tavola e la cucina",23
231392,231392,"Servizi di finitura di contenitori di vetro",23
231399,231399,"Attività in subfornitura nell'ambito della produzione del vetro cavo",23
231499,231499,"Attività in subfornitura nell'ambito della produzione delle fibre di vetro",23
231991,231991,"Servizi di finitura di altro vetro, comprese le vetrerie per uso tecnico",23
231999,231999,"Attività in subfornitura nell'ambito della produzione di altro vetro lavorato, comprese le vetrerie per uso tecnico",23
232099,232099,"Attività in subfornitura nell'ambito della fabbricazione dei prodotti refrattari",23
233199,233199,"Attività in subfornitura nell'ambito della produzione delle piastrelle e lastre in ceramica per pavimenti e rivestimenti",23
233299,233299,"Attività in subfornitura nell'ambito della produzione di mattoni, tegole ed altri prodotti per l'edilizia, in terracotta",23
234199,234199,"Attività in subfornitura nell'ambito della fabbricazione dei prodotti in ceramica per usi domestici e ornamentali",23
234299,234299,"Attività in subfornitura nell'ambito della produzione dei sanitari in ceramica",23
234399,234399,"Attività in subfornitura nell'ambito della produzione di isolatori e pezzi isolanti in ceramica",23
234499,234499,"Attività in subfornitura nell'ambito della fabbricazione di altri prodotti ceramici per uso tecnico e industriale",23
234999,234999,"Attività in subfornitura nell'ambito della fabbricazione di altri prodotti ceramici",23
235199,235199,"Attività in subfornitura nell'ambito della produzione del cemento",23
235299,235299,"Attività in subfornitura nell'ambito della produzione di calce e gesso",23
236199,236199,"Attività in subfornitura nell'ambito della fabbricazione dei prodotti in calcestruzzo per l'edilizia",23
236299,236299,"Attività in subfornitura nell'ambito della fabbricazione dei prodotti in gesso per l'edilizia",23
236399,236399,"Attività in subfornitura nell'ambito della produzione del calcestruzzo pronto per l'uso",23
236499,236499,"Attività in subfornitura nell'ambito della produzione della malta",23
236599,236599,"Attività in subfornitura nell'ambito della fabbricazione dei prodotti in fibrocemento",23
236999,236999,"Attività in subfornitura nell'ambito della fabbricazione di altri prodotti in calcestruzzo, gesso o cemento",23
237099,237099,"Attività in subfornitura nell'ambito della produzione delle pietre tagliate, modellate e finite",23
239199,239199,"Attività in subfornitura nell'ambito della fabbricazione dei prodotti abrasivi",23
239999,239999,"Attività in subfornitura nell'ambito della fabbricazione di altri prodotti in minerali non metalliferi n.c.a.",23
24,24,"Metallurgia e relativi servizi",
241099,241099,"Attività in subfornitura nell'ambito della produzione di ferro, ghisa e acciaio di prima trasformazione e ferroleghe",24
242099,242099,"Attività in subfornitura nell'ambito della produzione di tubi e profilati cavi in acciaio e relative guarnizioni",24
243199,243199,"Attività in subfornitura nell'ambito della produzione delle barre trafilate a freddo",24
243299,243299,"Attività in subfornitura nell'ambito della produzione dei nastri laminati a freddo",24
243399,243399,"Attività in subfornitura nell'ambito della produzione dei prodotti ottenuti a freddo o piegati",24
243499,243499,"Attività in subfornitura nell'ambito della produzione dei fili trafilati a freddo",24
244199,244199,"Attività in subfornitura nell'ambito della produzione dei metalli preziosi",24
244299,244299,"Attività in subfornitura nell'ambito della produzione dell'alluminio",24
244399,244399,"Attività in subfornitura nell'ambito della produzione di piombo, zinco e stagno",24
244499,244499,"Attività in subfornitura nell'ambito della produzione del rame",24
244599,244599,"Attività in subfornitura nell'ambito della produzione di altri metalli non ferrosi",24
244699,244699,"Attività in subfornitura nell'ambito della produzione di combustibili nucleari trattati",24
245111,245111,"Servizi di fusione di ghisa malleabile",24
245112,245112,"Servizi di fusione di ghisa a grafite sferoidale",24
245113,245113,"Servizi di fusione di ghisa grigia",24
245199,245199,"Attività in subfornitura nell'ambito della fusione di ferro",24
245210,245210,"Servizi di fusione di acciaio",24
245310,245310,"Servizi di fusione di metalli leggeri",24
245410,245410,"Servizi di fusione di altri metalli non ferrosi",24
25,25,"Lavorazione di prodotti in metallo (esclusi macchine e impianti) e relativi servizi",
251199,251199,"Attività in subfornitura nell'ambito della fabbricazioni di strutture metalliche e parti di strutture",25
251299,251299,"Attività in subfornitura nell'ambito della produzione di porte e finestre di metallo",25
252199,252199,"Attività in subfornitura nell'ambito della produzione di radiatori e caldaie per il riscaldamento centrale",25
252999,252999,"Attività in subfornitura nell'ambito della produzione di cisterne, serbatoi e recipienti di metallo",25
253099,253099,"Attività in subfornitura nell'ambito della produzione di generatori di vapore (escluse le caldaie per il riscaldamento centrale)",25
254099,254099,"Attività in subfornitura nell'ambito della produzione di armi e munizioni",25
255011,255011,"Servizi di fucinatura dei metalli",25
255012,255012,"Servizi di stampaggio dei metalli",25
255013,255013,"Altri servizi di profilatura dei metalli",25
256111,256111,"Servizi di rivestimento dei metalli con materiali metallici",25
256112,256112,"Servizi di rivestimento dei metalli con materiali non metallici",25
256121,256121,"Servizi di trattamento a caldo dei metalli (diversi dai rivestimenti con materiali metallici)",25
256122,256122,"Altri servizi di trattamento superficiale dei metalli",25
256210,256210,"Servizi di tornitura di parti metalliche",25
256220,256220,"Altri servizi di lavorazione meccanica",25
257199,257199,"Attività in subfornitura nell'ambito della produzione degli articoli di coltelleria e posateria",25
257299,257299,"Attività in subfornitura nell'ambito della produzione di serrature e cerniere",25
257399,257399,"Attività in subfornitura nell'ambito della produzione degli utensili",25
259199,259199,"Attività in subfornitura nell'ambito della produzione dei bidoni in acciaio e contenitori analoghi",25
259299,259299,"Attività in subfornitura nell'ambito della produzione degli imballaggi in metallo leggero",25
259399,259399,"Attività in subfornitura nell'ambito della produzione dei prodotti fabbricati con fili metallici, catene e molle",25
259499,259499,"Attività in subfornitura nell'ambito della produzione di dispositivi di fissaggio e viterie",25
259999,259999,"Attività in subfornitura nell'ambito della fabbricazione di altri prodotti in metallo n.c.a.",25
26,26,"Computer, elettronica e ottica; elettromedicale, misurazione, orologi e relativi servizi",
261191,261191,"Servizi connessi con la fabbricazione di circuiti integrati elettronici",26
261199,261199,"Attività in subfornitura nell'ambito della produzione dei componenti elettronici",26
261291,261291,"Servizi connessi con la stampa di circuiti",26
261299,261299,"Attività in subfornitura nell'ambito della produzione delle schede elettroniche",26
262091,262091,"Servizi di fabbricazione di elaboratori elettronici e unità periferiche",26
262099,262099,"Attività in subfornitura nell'ambito della produzione di elaboratori elettronici e unità periferiche",26
263099,263099,"Attività in subfornitura nell'ambito della produzione di apparecchiature per le comunicazioni",26
264099,264099,"Attività in subfornitura nell'ambito della fabbricazione dei prodotti elettronici di consumo",26
265199,265199,"Attività in subfornitura nell'ambito della produzione di apparecchi di misurazione, prova e navigazione",26
265299,265299,"Attività in subfornitura nell'ambito della produzione dell'orologeria",26
266091,266091,"Servizi di fabbricazione di strumenti per la medicina",26
266099,266099,"Attività in subfornitura nell'ambito della produzione di apparecchi elettromedicali, di apparecchi per irradiazione e per elettroterapia",26
267099,267099,"Attività in subfornitura nell'ambito della produzione di strumenti ottici e di attrezzature fotografiche",26
268099,268099,"Attività in subfornitura nell'ambito della produzione di supporti magnetici e ottici",26
27,27,"Apparecchiature elettriche e relativi servizi",
271199,271199,"Attività in subfornitura nell'ambito della produzione di motori, generatori e trasformatori elettrici",27
271299,271299,"Attività in subfornitura nell'ambito della produzione delle apparecchiature per la distribuzione e il controllo dell'elettricità",27
272099,272099,"Attività in subfornitura nell'ambito della produzione di batterie ed accumulatori",27
273199,273199,"Attività in subfornitura nell'ambito della produzione dei cavi di fibre ottiche",27
273299,273299,"Attività in subfornitura nell'ambito della produzione di altri fili e cavi elettrici ed elettronici",27
273399,273399,"Attività in subfornitura nell'ambito della produzione di spine, prese e connettori",27
274099,274099,"Attività in subfornitura nell'ambito della produzione di apparecchi elettrici per l'illuminazione",27
275199,275199,"Attività in subfornitura nell'ambito della produzione degli elettrodomestici",27
275299,275299,"Attività in subfornitura nell'ambito della produzione degli apparecchi non elettrici per uso domestico",27
279099,279099,"Attività in subfornitura nell'ambito della produzione di altri apparecchi elettrici",27
28,28,"Macchine ed apparecchi meccanici n.c.a. e relativi servizi",
281199,281199,"Attività in subfornitura nell'ambito della produzione di motori e turbine, esclusi i motori per autoveicoli, per motocicli e per l'aviazione",28
281299,281299,"Attività in subfornitura nell'ambito della produzione di macchinari ad energia idraulica",28
281399,281399,"Attività in subfornitura nell'ambito della produzione di altre pompe e compressori",28
281499,281499,"Attività in subfornitura nell'ambito della produzione di altre rubinetterie e valvole",28
281599,281599,"Attività in subfornitura nell'ambito della produzione di cuscinetti, ingranaggi e organi di trasmissione",28
282199,282199,"Attività in subfornitura nell'ambito della produzione dei forni e bruciatori",28
282299,282299,"Attività in subfornitura nell'ambito della produzione di macchine ed apparecchi di sollevamento e di movimentazione",28
282391,282391,"Servizi di fabbricazione di macchine per ufficio e macchine contabili (esclusi elaboratori elettronici e unità periferiche)",28
282399,282399,"Attività in subfornitura nell'ambito della produzione di macchine e attrezzature per ufficio (esclusi elaboratori elettronici e unità periferiche)",28
282499,282499,"Attività in subfornitura nell'ambito della produzione di utensili elettrici portatili",28
282599,282599,"Attività in subfornitura nell'ambito della produzione di attrezzature, di uso non domestico, per la refrigerazione e la ventilazione",28
282999,282999,"Attività in subfornitura nell'ambito della produzione di altre macchine di impiego generale n.c.a.",28
283099,283099,"Attività in subfornitura nell'ambito della produzione di macchine per l'agricoltura e la silvicoltura",28
284199,284199,"Attività in subfornitura nell'ambito della produzione delle macchine per la formatura dei metalli",28
284999,284999,"Attività in subfornitura nell'ambito della produzione di altre macchine utensili",28
289199,289199,"Attività in subfornitura nell'ambito della produzione delle macchine per la metallurgia",28
289299,289299,"Attività in subfornitura nell'ambito della produzione delle macchine da miniera, cava e cantiere",28
289399,289399,"Attività in subfornitura nell'ambito della produzione di macchine per la lavorazione dei prodotti alimentari, delle bevande e del tabacco",28
289499,289499,"Attività in subfornitura nell'ambito della produzione di macchine per le industrie tessili, dell'abbigliamento e del cuoio",28
289599,289599,"Attività in subfornitura nell'ambito della produzione delle macchine per l'industria della carta e del cartone",28
289699,289699,"Attività in subfornitura nell'ambito della produzione di macchine per la lavorazione di materie plastiche e gomma",28
289999,289999,"Attività in subfornitura nell'ambito della produzione di altre macchine per impieghi speciali n.c.a.",28
29,29,"Autoveicoli, rimorchi e semirimorchi e relativi servizi",
291099,291099,"Attività in subfornitura nell'ambito della produzione degli autoveicoli",29
292040,292040,"Servizi di rimessa in efficienza, assemblaggio, allestimento e carrozzeria per autoveicoli",29
292050,292050,"Servizi di allestimento per roulotte e mobilhome",29
292099,292099,"Attività in subfornitura nell'ambito della produzione di carrozzerie per autoveicoli",29
293199,293199,"Attività in subfornitura nell'ambito della produzione di attrezzature elettriche ed elettroniche per autoveicoli",29
293291,293291,"Servizi in subfornitura di assemblaggio di set completi per autoveicoli",29
293292,293292,"Servizi di assemblaggio di parti ed accessori n.c.a. di autoveicoli",29
293299,293299,"Attività in subfornitura nell'ambito della produzione di altre parti e di accessori per autoveicoli",29
30,30,"Altri mezzi di trasporto e relativi servizi",
301192,301192,"Servizi di allestimento di navi e di piattaforme e congegni galleggianti",30
301199,301199,"Attività in subfornitura nell'ambito della produzione di navi e congegni galleggianti",30
301299,301299,"Attività in subfornitura nell'ambito della produzione delle imbarcazioni da diporto e sportive",30
302091,302091,"Servizi di rimessa in efficienza e allestimento (""completamento"") di locomotive e materiale rotabile ferrotranviario",30
302099,302099,"Attività in subfornitura nell'ambito della produzione di locomotive e materiale rotabile ferro-tranviario",30
303060,303060,"Servizi di revisione e di trasformazione di aeromobili e relativi motori",30
303099,303099,"Attività in subfornitura nell'ambito della produzione di aeromobili, veicoli spaziali e relativi dispositivi",30
304099,304099,"Attività in subfornitura nell'ambito della produzione di veicoli militari da combattimento",30
309199,309199,"Attività in subfornitura nell'ambito della produzione dei motocicli",30
309299,309299,"Attività in subfornitura nell'ambito della produzione di biciclette e di veicoli per invalidi",30
309999,309999,"Attività in subfornitura nell'ambito della produzione di altri mezzi di trasporto n.c.a.",30
31,31,"Mobili e relativi servizi",
310091,310091,"Servizi di imbottitura di sedie e sedili",31
310099,310099,"Attività in subfornitura nell'ambito della produzione di mobili per sedersi, loro parti; parti di mobili",31
310199,310199,"Attività in subfornitura nell'ambito della produzione dei mobili per uffici e negozi",31
310299,310299,"Attività in subfornitura nell'ambito della produzione dei mobili per cucina",31
310399,310399,"Attività in subfornitura nell'ambito della produzione dei materassi",31
310991,310991,"Servizi di finitura di mobili nuovi (esclusa l'imbottitura di sedie e sedili)",31
310999,310999,"Attività in subfornitura nell'ambito della produzione di altri mobili",31
32,32,"Altre industrie manifatturiere e relativi servizi",
321199,321199,"Attività in subfornitura nell'ambito della produzione di monete",32
321299,321299,"Attività in subfornitura nell'ambito della produzione di gioielli e articoli di oreficeria",32
321399,321399,"Attività in subfornitura nell'ambito della produzione di articoli di bigiotteria",32
322099,322099,"Attività in subfornitura nell'ambito della produzione di strumenti musicali",32
323099,323099,"Attività in subfornitura nell'ambito della produzione di articoli sportivi",32
324099,324099,"Attività in subfornitura nell'ambito della produzione di giochi e giocattoli",32
325099,325099,"Attività in subfornitura nell'ambito della produzione di strumenti ed apparecchi utilizzati in medicina, chirurgia e ortopedia",32
329199,329199,"Attività in subfornitura nell'ambito della produzione di scope e spazzole",32
329960,329960,"Servizi di tassidermia",32
329999,329999,"Attività in subfornitura nell'ambito della produzione di altri prodotti n.c.a.",32
33,33,"Servizi di riparazione e installazione di macchinari e apparecchi",
331111,331111,"Servizi di riparazione e manutenzione di elementi da costruzione in metallo",33
331112,331112,"Servizi di riparazione e manutenzione di cisterne, serbatoi e contenitori in metallo",33
331113,331113,"Servizi di riparazione e manutenzione di generatori di vapore (escluse le caldaie ad acqua calda per il riscaldamento centrale)",33
331114,331114,"Servizi di riparazione e manutenzione di armi e munizioni",33
331119,331119,"Servizi di riparazione e manutenzione di altri prodotti in metallo",33
331211,331211,"Servizi di riparazione e manutenzione di motori e turbine (esclusi i motori per autoveicoli, per motocicli e per l'aviazione)",33
331212,331212,"Servizi di riparazione e manutenzione di macchinari ad energia idraulica, altre pompe e compressori, rubinetti e valvole",33
331213,331213,"Servizi di riparazione e manutenzione di cuscinetti, ingranaggi e organi di trasmissione",33
331214,331214,"Servizi di riparazione e manutenzione di forni e bruciatori",33
331215,331215,"Servizi di riparazione e manutenzione di macchine ed apparecchi di sollevamento e di movimentazione",33
331216,331216,"Servizi di riparazione e manutenzione di macchine e attrezzature per ufficio (esclusi elaboratori elettronici e unità periferiche)",33
331217,331217,"Servizi di riparazione e manutenzione di utensili elettrici portatili",33
331218,331218,"Servizi di riparazione e manutenzione di impianti di ventilazione e di raffreddamento di uso non domestico",33
331219,331219,"Servizi di riparazione e manutenzione di altre macchine di impiego generale n.c.a.",33
331221,331221,"Servizi di riparazione e manutenzione di macchine per l'agricoltura e la silvicoltura",33
331222,331222,"Servizi di riparazione e manutenzione di macchine per la formatura dei metalli e di macchine utensili",33
331223,331223,"Servizi di riparazione e manutenzione di macchine per la metallurgia",33
331224,331224,"Servizi di riparazione e manutenzione di macchine da miniera, cava e cantiere",33
331225,331225,"Servizi di riparazione e manutenzione di macchine per la lavorazione dei prodotti alimentari, delle bevande e del tabacco",33
331226,331226,"Servizi di riparazione e manutenzione di macchine per le industrie tessili, dell'abbigliamento e del cuoio",33
331227,331227,"Servizi di riparazione e manutenzione di macchine per l'industria della carta e del cartone",33
331228,331228,"Servizi di riparazione e manutenzione di macchine per la lavorazione di materie plastiche e gomma",33
331229,331229,"Servizi di riparazione e manutenzione di altre macchine per impieghi speciali",33
331311,331311,"Servizi di riparazione e manutenzione di strumenti ed apparecchi di misurazione, di prova e di navigazione",33
331312,331312,"Servizi di riparazione e manutenzione di apparecchi elettromedicali, di apparecchi per irradiazione e per elettroterapia",33
